,post_id,num_beds,num_baths,price,sqft,houseType,rentPeriod,parking,laundry,pets,smoking,air conditioning,wheelchair accessible,EV charging,furnished,lat,lon,tfidf_words
2202,7462423764,2,1,1800.0,-1,,,attached garage,w/d in unit,cats are OK - purrr,,,wheelchair accessible,,,46.3144754,11.0480288,"['clairemont', 'shared', 'waterfall', 'nicely', 'making']"
2203,7462429230,4,3,7950.0,4,house,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['5262_vickie', 'ext', 'beach', '92109', 'pacific']"
2204,7462430190,1,1,2450.0,-1,apartment,rent period: yearly,street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,,,"['entrance', '450pm', 'availabl', 'fan', 'enclosed']"
2205,7462431323,3,2.5,4000.0,1434,house,,attached garage,w/d hookups,,,,,,,46.3144754,11.0480288,"['condo', '1219_felspar', 'beach', 'minimum', '92109']"
2206,7462432832,1,1,3925.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
2207,7462433234,1,1,3200.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
2208,7462438084,2,2,3500.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
2209,7462440732,1,1,2795.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'deckbusiness', 'airportcourtyardrefrigerator', 'dryerrooftop']"
2210,7462442997,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'accepts', 'payments', 'xavbjr62', 'disability']"
2211,7462456380,2,2,3795.0,-1,apartment,rent period: yearly,off-street parking,w/d in unit,,no smoking,,,,,46.3144754,11.0480288,"['3795', 'entryway', 'billi', 'arge', 'laminate']"
2212,7462457979,3,2,699.0,-1,apartment,rent period: monthly,street parking,w/d in unit,,no smoking,air conditioning,,,furnished,46.3144754,11.0480288,"['house', 'contract', 'sent', 'tha', 'considerate']"
2213,7462460473,1,1,2910.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['12or', 'regents', 'jolla', 'la', 'euro']"
2214,7462465809,1,1,2303.0,-1,apartment,rent period: monthly,carport,laundry on site,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['mira', 'mesa', 'ruiz', 'casas', 'okay']"
2215,7462468819,1,1,1995.0,-1,apartment,rent period: yearly,detached garage,laundry on site,cats are OK - purrr,no smoking,,,,,32.745233,-117.185949,"['taco', 'brasas', 'floit', '1912', 'old']"
2216,7462474716,2,1,6500.0,-1,house,,off-street parking,laundry on site,,,,,,,46.3144754,11.0480288,"['negotiabl', 'single', 'house', 'amazing', 'all']"
2217,7462479575,1,1,3000.0,-1,,,,,,,,,,,,,"['stay', 'tax', 'rate', 'per', 'errors']"
2218,7462479893,1,1,2575.0,-1,,,,,,,,,,,,,"['nobel', 'dr', 'take', 'right', 'court']"
2219,7462480844,1,1,2425.0,-1,,,,,,,,,,,,,"['square', 'village', '9pxyl1equal', '2kd3hctpgzcz', 'rentinterested']"
2220,7462487743,2,1.5,2942.0,-1,townhouse,,carport,w/d in unit,,,,,,,32.8019882,-117.1533879,"['companion', 'disabilities', 'accommodations', 'reasonable', 'bedrooms']"
2221,7462495742,1,1,2445.0,520,apartment,rent period: yearly,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,air conditioning,,EV charging,,,,"['ground', 'beach', 'fully', 'complex', 'remodeled']"
2222,7462498962,2,2,3105.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'availablepoolelevatorlaundry', 'p5a67njq', 'carpetceiling']"
2223,7462499888,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'accepts', 'payments', 'xuxapech', 'handrails']"
2224,7462502760,2,2,3600.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'clmr4j66', 'clubhouse24', 'fansdishwasheradditional']"
2225,7462502871,1,1,2695.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['select', 'homes', 'available', '2636', 'bay']"
2226,7462503531,0,1,1800.0,-1,apartment,rent period: monthly,off-street parking,no laundry on site,,,,,,,,,"['5x4', 'tiled', 'strict', '11x11', '12x6']"
2227,7462506853,1,1,2795.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['homes', 'select', 'bay', 'available', 'monthterms']"
2228,7462507994,1,1,1680.0,-1,condo,,attached garage,w/d in unit,,,,wheelchair accessible,EV charging,,46.3144754,11.0480288,"['beach', 'by', 'parked', 'replies', 'dotted']"
2229,7462509738,4,3.5,5600.0,-1,house,rent period: yearly,attached garage,laundry on site,dogs are OK - wooof,no smoking,,,,,46.3144754,11.0480288,"['installed', 'sage', 'upstairs', 'lots', 'beautifully']"
2230,7462517903,1,1,2625.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'nearbyparkswimming', 'storagegarage']"
2231,7462521075,2,1,2990.0,-1,apartment,,detached garage,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
2232,7462521625,2,1.5,3055.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
2233,7462524678,2,2.5,3695.0,1347,apartment,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['valley', 'apex', 'fashion', 'across', 'residents']"
2234,7462524798,1,1,1279.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.871581500000005,-117.2182235,"['vacant', 'furnished', 'bathroom', 'underground', 'move']"
2235,7462525168,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['valley', 'apex', 'fashion', 'across', 'residents']"
2236,7462525718,2,2,3200.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['valley', 'apex', 'fashion', 'across', 'residents']"
2237,7462527821,2,2,3745.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['13or', 'regents', 'jolla', 'la', 'euro']"
2238,7462529397,2,1,2295.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,,,,,,32.905282511679005,-117.11851033409296,"['parklane', 'miles', 'everyone', 'something', 'school']"
2239,7462532944,1,1,2695.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['bay', 'select', 'available', 'mission', 'month']"
2240,7462533364,2,1.5,3375.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'allowedincreased', 'adrian', 'amount']"
2241,7462533720,2,1.5,2835.0,-1,apartment,,street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
2242,7462536853,1,1,2539.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['onsite', 'moving', 'gj4kqsmk', 'windowscommunity', 'fireplacesphotocall']"
2243,7462537147,1,1,1405.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.848243,-117.27591,"['building', 'dressing', 'doorman', 'valet', 'furnished']"
2244,7462537821,1,1,2534.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['outdoor', 'tdiqbfzf', 'luxe', 'pointe', 'spaphoto']"
2245,7462541359,2,2,3379.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'oanu3vuc', 'balcony', 'patio', 'wheelchair']"
2246,7462543463,1,1,1527.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.76644356734135,-117.15829857207834,"['includes', 'vacant', 'mins', 'taxes', 'there']"
2247,7462543666,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
2248,7462545430,2,2,3020.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'featuresgarage', 'maintenancebilliardscall']"
2249,7462545887,2,2,4300.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.746522,-117.15871,"['möde', 'building', '1mhwnxqo5', 'dv265s', '67']"
2250,7462546779,2,2,3600.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['blue', 'per', 'clubhousesparkling', 'bsm5ah4o', 'extensionsmoke']"
2251,7462548536,1,1,2495.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'dg4wxdat', 'availableelevatorwalking', 'unitscarpetwood']"
2252,7462551578,1,1,2700.0,6,apartment,,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.866393,-117.219113,"['regents', '6pm', '9am', 'court', 'tubs']"
2253,7462551826,1,1,1552.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.867227,-117.211679,"['palisade', 'sought', 'breathtaking', 'space', 'after']"
2254,7462552554,2,2,3607.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.866393,-117.219113,"['regents', '6pm', '9am', '3607', 'court']"
2255,7462554081,1,1,2698.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.866393,-117.219113,"['regents', '6pm', '9am', 'court', 'tubs']"
2256,7462555024,2,2,3200.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,,,wheelchair accessible,,,32.869459,-117.221812,"['9am', 'clutter', '60', '00', 'allowed']"
2257,7462556499,1,1,1460.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,33.106085,-117.215264,"['rec', 'livingroom', 'big', 'bathroom', 'cooking']"
2258,7462558373,2,2,3105.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'molo6rys', 'gardenelevatorlaundry', 'flooringcarpetquartz']"
2259,7462558814,1,1,1345.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.86793156652078,-117.22032973638142,"['ughtfully', 'crafted', 'beautifully', 'addition', 'stove']"
2260,7462562410,0,1,2495.0,600,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,49.210911,-122.9154963,"['hannah', 'new', 'control', 'skylights', 'remote']"
2261,7462563626,2,2,3495.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'stationvalet', 'receivinggift']"
2262,7462565413,1,1,2303.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['mira', 'mesa', 'casas', 'okay', 'various']"
2263,7462566343,2,2,4375.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
2264,7462567916,2,2,3745.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['14or', 'regents', '14', 'jolla', 'la']"
2265,7462568878,0,1,2678.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.746522,-117.15871,"['möde', 'building', 'ap1pq1', '5acvuw0c968', '68or']"
2266,7462570459,2,2,3075.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,,,wheelchair accessible,,,32.869459,-117.221812,"['9am', 'clutter', '60', '00', 'allowed']"
2267,7462571042,1,1,1750.0,613,apartment,rent period: monthly,attached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.815186743917266,-117.21726313414749,"['building', 'frwy', 'resturants', 'shape', 'campuses']"
2268,7462571388,1,1,2975.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,,,,,,32.869459,-117.221812,"['10am', '60', '00', 'allowed', 'am']"
2269,7462574789,1,1,2910.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['15or', 'regents', 'jolla', 'la', 'euro']"
2270,7462575259,1,1,1285.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.864469,-117.224656,"['livingroom', 'environment', 'garbage', 'includes', 'oven']"
2271,7462577967,1,1,1415.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,32.870409570323474,-117.21614882371011,"['there', 'desired', 'dinning', 'internet', 'cleaning']"
2272,7462577996,1,1,2663.0,630,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,37.8268891,-122.3778055,"['areaeach', 'walllarge', 'accessan', 'optic', 'closetsdog']"
2273,7462580988,1,1,2646.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.7754169,-117.1467711,"['onto', 'friars', 'gill', 'missions', 'vista']"
2274,7462585038,3,2,4130.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'parkingcomplimentary', 'roomgarage']"
2275,7462588099,0,shared,2800.0,-1,apartment,rent period: monthly,no parking,no laundry on site,,,,,,,46.3144754,11.0480288,"['listing', 'sac', 'cul', 'de', 'townhome']"
2276,7462589186,2,2,3610.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'stov', 'layout', 'sol', '610']"
2277,7462589536,2,2,3554.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'wallfitness']"
2278,7462589782,3,2,4650.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'moment', 'later', '610', 'sol']"
2279,7462593740,2,2,3654.0,1169,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'schoolsarcade', 'closetsundeck']"
2280,7462594836,5,2,4725.0,-1,,,,,,,,,,,,,"['house', 'used', 'separating', 'shutter', '725']"
2281,7462598239,1,1,2795.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'accesstile', 'f2vu2j26', 'roomstainless']"
2282,7462600664,2,2,3554.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'roompantry10']"
2283,7462600907,2,2,3654.0,1169,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'fireplacesfitness', 'xpqu6elt']"
2284,7462601365,1,1,2795.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'laundryelevatorprivate']"
2285,7462622794,3,2,3300.0,-1,apartment,,detached garage,w/d in unit,,no smoking,,,,,46.3144754,11.0480288,"['single', 'tena', 'walkout', 'wonderfully', 'approx']"
2286,7462646201,2,1,2100.0,-1,apartment,rent period: monthly,off-street parking,w/d in unit,,,,,,furnished,46.3144754,11.0480288,"['condo', 'playa', 'erfectly', 'greatness', 'boo']"
2287,7462650683,3,2,1900.0,-1,apartment,rent period: monthly,attached garage,w/d in unit,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['updated', 'aztec', '1480sq', 'football', '1900']"
2288,7462652600,2,2,2480.0,1340,townhouse,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['escala', 'matera', '2708', 'ln', '2baths']"
2289,7462659911,1,1,1600.0,610,condo,,attached garage,w/d in unit,cats are OK - purrr,,,,,furnished,32.90403,-117.1175342,"['builtin', 'prepare', 'master', 'fall', 'enter']"
2290,7462699131,1,1,2000.0,686,condo,,carport,laundry on site,,no smoking,,wheelchair accessible,,,,,"['complex', 'condo', 'miramar', 'desireable', '1bt']"
2291,7462728979,2,2,2695.0,1025,apartment,rent period: monthly,off-street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,,,"['1025', '695', 'jfb2m3', 'elanterrazalajolla', '5165']"
2292,7462729279,1,1,1995.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.805325,-117.139751,"['sandrock', '995', 'elan', '3443', 'j5l3sd']"
2293,7462729498,0,1,2245.0,400,apartment,rent period: monthly,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.854308,-117.25534,"['245', 'beachcomber', '7q9qll', '8115', 'elanbeachcomberlajolla']"
2294,7462759570,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
2295,7462762516,1,1,2495.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', '5qyjqpzn', 'unitscarpetwood', 'gardenelevatorlaundry']"
2296,7462763082,2,2,3260.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['avion', 'allowing', 'spectrum', 'remodeled', 'renew']"
2297,7462766091,1,1,2683.0,-1,apartment,rent period: yearly,carport,w/d in unit,cats are OK - purrr,,,,,,,,"['avion', 'allowing', 'spectrum', 'remodeled', 'renew']"
2298,7462766293,2,2,3595.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,,,"['driftwood', 'crown', 'rw1jsqgk', '39ttub', '57']"
2299,7462773660,2,2,3585.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,EV charging,,32.8705071,-117.2021481,"['9128822', 'requires', 'villasofrenaissance', 'utc', 'transitioning']"
2300,7462776565,2,2,3450.0,-1,,,,,,,,,,,46.3144754,11.0480288,"['districts', 'love', '00comments', 'unified', 'winning']"
2301,7462778333,2,1,2355.0,-1,apartment,,off-street parking,laundry in bldg,,,,,,,46.3144754,11.0480288,"['00pm', 'x849', '00am', 'select', 'homes']"
2302,7462779866,1,1,2425.0,-1,,,,,,,,,,,,,"['square', 'village', 'ya1ot5', 'm889gvbccfe', 'close']"
2303,7462785658,1,1,3190.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.746522,-117.15871,"['möde', 'building', 'rcucf4my', 'i12792', '69or']"
2304,7462795206,1,1,2910.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['16or', 'regents', '16', 'jolla', 'la']"
2305,7462795926,2,2,3375.0,-1,apartment,,no parking,w/d in unit,cats are OK - purrr,,,,,,32.918793240690206,-117.22726916150764,"['00pm', '00am', '10', 'breathe', 'rrey']"
2306,7462796515,2,1,2575.0,-1,apartment,,off-street parking,laundry on site,,,,,,,46.3144754,11.0480288,"['stratton', 'smile', 'burn', 'proud', 'homes']"
2307,7462798275,0,split,2216.0,-1,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,air conditioning,,,,34.06059367346939,-118.3104412244898,"['pointe', 'bay', 'aerobics', 'jacuzzis', 'apartments']"
2308,7462799579,2,2,3745.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,32.871581500000005,-117.2182235,"['17or', 'regents', '17', 'jolla', 'la']"
2309,7462801128,2,1,3353.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['mirada', 'colony', 'la', 'qr7c3s6b', 'wakefield']"
2310,7462806642,1,1,2667.0,-1,apartment,,off-street parking,laundry in bldg,,,,,,,34.06059367346939,-118.3104412244898,"['pointe', 'bay', 'aerobics', 'jacuzzis', 'apartments']"
2311,7462807503,1,1,2773.0,-1,,,,,,,,,,,32.76644356734135,-117.15829857207834,"['metro', 'treats', 'valley', 'nuerf3i44wz', '41x23l']"
2312,7462807571,2,1,2900.0,-1,apartment,rent period: yearly,street parking,laundry on site,cats are OK - purrr,no smoking,,,,,46.3144754,11.0480288,"['house', 'remodeled', 'new', 'hardware', 'clairemont']"
2313,7462808146,3,2,4538.0,-1,apartment,rent period: monthly,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,46.3144754,11.0480288,"['slate', 'vive', 'elevated', 'apartments', 'park']"
2314,7462809720,1,1,2303.0,-1,apartment,rent period: monthly,carport,laundry on site,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['mira', 'mesa', 'ruiz', 'casas', 'okay']"
2315,7462809998,3,2,1500.0,-1,house,,detached garage,w/d in unit,cats are OK - purrr,,,,,,32.818708,-117.174405,"['low', 'folding', 'impeccably', 'plantings', 'tolerant']"
2316,7462811587,2,2,6950.0,-1,condo,rent period: monthly,attached garage,w/d in unit,cats are OK - purrr,no smoking,,,,furnished,,,"['condo', 'bay', '2022', 'panoramic', 'evening']"
2317,7462814575,2,1.5,2835.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
2318,7462815146,2,1,3075.0,-1,apartment,,detached garage,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
2319,7462815593,2,1.5,3310.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'adrian', 'allowedincreased', 'amount']"
2320,7462816127,1,1,2520.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['nobel', 'dr', 'take', 'right', 'sxre2otozs0s']"
2321,7462817871,1,1,2130.0,665,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.80667453168371,-117.15458551161032,"['vista', 'month', 'mesa', 'sushi', 'remm']"
2322,7462818414,1,1,3240.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'coat', 'pet', 'holland', 'sol']"
2323,7462818795,1,1,2130.0,665,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.80667453168371,-117.15458551161032,"['month', 'vista', 'sushi', 'mesa', 'remm']"
2324,7462820267,1,1,2130.0,665,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.80667453168371,-117.15458551161032,"['month', 'vista', 'units', 'remm', 'restriction']"
2325,7462822190,0,1,2500.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,32.82699024489796,-117.13952642857144,"['ariva', 'lbs', 'combined', '9am', 'weight']"
2326,7462842634,2,1,3033.0,850,apartment,,carport,laundry in bldg,cats are OK - purrr,,air conditioning,,,,,,"['gables', '00pm', '00am', 'loma', 'point']"
2327,7462846214,3,2,3738.0,1050,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'xpr34l4d', 'luxe', 'pointe', 'onsite']"
2328,7462848393,3,2,3738.0,1050,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'lightingin', 'feesecond', 'poolvirtual', 'facilitiescontrolled']"
2329,7462850395,1,1,1500.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,wheelchair accessible,EV charging,furnished,,,"['feline', 'strong', 'scores', 'shown', 'no']"
2330,7462850600,1,1,2534.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['outdoor', 'xqdywhrm', 'conditioningcommunity', 'flexible', 'pointe']"
2331,7462851590,3,2,1050.0,130,house,,off-street parking,laundry in bldg,cats are OK - purrr,,,,,furnished,46.3144754,11.0480288,"['gone', 'installed', 'new', 'home', 'entire']"
2332,7462852931,2,2,3350.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,,,32.8585824,-117.2248995,"['regencia', 'palmilla', 'right', 'drive', 'make']"
2333,7462853239,0,1,1495.0,400,,,,,,,,,,,,,"['johann', '1495', 'lamp', 'route', 'vintage']"
2334,7462853504,2,2,3425.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,,,32.8585824,-117.2248995,"['regencia', 'palmilla', 'right', 'drive', 'make']"
2335,7462853992,3,2,4750.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,,,32.8585824,-117.2248995,"['regencia', 'palmilla', 'right', 'drive', 'make']"
2336,7462856771,1,1,2360.0,-1,,,,,,,,,,,32.76644356734135,-117.15829857207834,"['metro', 'treats', 'valley', '647469', 'a0bsh7maa0']"
2337,7462861844,2,2,4225.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.746522,-117.15871,"['möde', 'building', 'n4u69e', 'sulen7cw', '70or']"
2338,7462862992,3,2,2800.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,46.3144754,11.0480288,"['stratton', 'smile', 'burn', 'proud', 'homes']"
2339,7462863099,1,1,2798.0,730,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.7754169,-117.1467711,"['missions', 'vista', 'rio', 'line', 'c919ymequal']"
2340,7462866506,2,2,3675.0,111,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.9136582,-117.2262388,"['mar', 'torrey', 'apartments', 'county', 'rancho']"
2341,7462870611,3,2,4175.0,1203,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.9136582,-117.2262388,"['torrey', 'mar', 'county', 'pilates', 'rancho']"
2342,7462870696,2,2,3600.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
2343,7462870759,1,1,1500.0,-1,apartment,rent period: yearly,detached garage,laundry in bldg,cats are OK - purrr,,air conditioning,wheelchair accessible,EV charging,furnished,,,"['behaved', 'beach', 'lives', 'poorly', 'clothes']"
2344,7462875720,2,2,2776.0,-1,apartment,rent period: monthly,off-street parking,laundry on site,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['mira', 'mesa', 'casas', 'ruiz', 'okay']"
2345,7462877889,3,2.5,4000.0,1434,condo,,attached garage,w/d hookups,,,,,,,46.3144754,11.0480288,"['condo', '1219_felspar', 'beach', 'minimum', '92109']"
2346,7462880610,4,3,6999.0,4,house,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['5262_vickie', 'ext', 'beach', '92109', 'pacific']"
